|                                                                                                                                                                                                                                                                                                                                                                                                            | Profit     |
+----------------------------------------------------+-------------------------------------------------------+-------------------------------------------------------------+--------------------------------------------------------+----------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+------------+
| <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionAMERICA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationUNITED-STATES> | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST0> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1410> |            |
|                                                    |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST5> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1410> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1411> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1412> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1413> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1414> |  8.200.372 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1415> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1416> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1417> |  8.179.124 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1418> |  1.317.111 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1419> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-141>  |  4.188.352 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1420> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1421> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1422> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1423> |  5.532.883 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1424> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1425> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1426> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1427> |  3.235.232 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1428> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1429> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-142>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1430> |  4.855.520 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1431> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1432> |  6.716.365 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1433> | 11.549.967 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1434> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1435> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1436> |  4.504.398 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1437> |  1.104.292 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1438> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1439> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-143>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1440> |  8.387.883 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-144>  |  7.188.541 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-145>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-146>  |  5.839.493 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-147>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-148>  |  3.728.566 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-149>  |  1.470.320 |
|                                                    |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST6> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1410> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1411> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1412> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1413> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1414> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1415> |  8.480.597 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1416> |  1.601.088 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1417> |  9.776.436 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1418> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1419> |    890.299 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-141>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1420> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1421> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1422> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1423> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1424> |    490.771 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1425> |  5.773.207 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1426> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1427> |  3.658.283 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1428> |  6.840.777 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1429> |  2.296.208 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-142>  |  5.639.910 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1430> |  2.030.219 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1431> |  9.131.878 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1432> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1433> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1434> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1435> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1436> |  4.029.719 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1437> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1438> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1439> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-143>  | 14.680.567 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1440> |  8.160.085 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-144>  |  1.980.803 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-145>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-146>  |  2.968.875 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-147>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-148>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-149>  |            |
|                                                    |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST7> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1410> |  4.100.795 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1411> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1412> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1413> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1414> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1415> |  3.652.777 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1416> |  3.540.150 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1417> |  3.771.881 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1418> |     66.670 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1419> | 13.815.001 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-141>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1420> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1421> |  1.768.537 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1422> |  7.858.280 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1423> |    585.232 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1424> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1425> |  9.251.584 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1426> |  4.185.054 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1427> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1428> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1429> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-142>  |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1430> |  4.382.699 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1431> |  7.550.836 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1432> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1433> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1434> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1435> |  2.619.319 |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1436> |            |
|                                                    |                                                       |                                                             |                                                        |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1437> | 12.897.337 |
